split,file,classes,reasons,recommendation,width,height,brightness_mean,contrast_std,blur_laplacian_var
val,data_output\yolo_roboflow_only\images\val\french_fries_404_jpg.rf.c089b00911717a50d791e3e5a4752588.jpg,Kentang Goreng,low_resolution,review_delete_only_if_clearly_wrong,320,213,93.90,86.04,279.87
val,data_output\yolo_roboflow_only\images\val\french_fries_604_jpg.rf.79521a192e8d2f0ed937631e8a68eee7.jpg,Kentang Goreng,low_resolution,review_delete_only_if_clearly_wrong,260,190,125.72,69.67,1763.68
val,data_output\yolo_roboflow_only\images\val\girlkiwi_jpg.rf.59d45f0d507b33e0c051439ffdd4f06a.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,265,190,180.58,59.17,1060.25
val,data_output\yolo_roboflow_only\images\val\image-11_jpg.rf.32a316ced4075951d18a4106979bac68.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,201.76,66.53,23.10
val,data_output\yolo_roboflow_only\images\val\image-15_jpg.rf.75ec43af9af364e1874454ba537370b2.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,172.65,76.40,36.35
val,data_output\yolo_roboflow_only\images\val\image-18_jpg.rf.246989427d3d5ec0e4b50cdd0f4d5277.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,168.19,82.43,57.82
val,data_output\yolo_roboflow_only\images\val\image-21_jpg.rf.5de1244bc4fb5b12916234344fc5f13e.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,187.57,74.56,8.56
val,data_output\yolo_roboflow_only\images\val\image-42_jpg.rf.938a17e09af4dbe43e296510e21e0f31.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,195.51,67.49,32.89
val,data_output\yolo_roboflow_only\images\val\image-51_jpg.rf.f520e227f6775ed2139adc5a4c0b1d58.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,192.91,71.62,13.79
val,data_output\yolo_roboflow_only\images\val\image-52_jpg.rf.698cf28d839d5a0b7b0d3a49255ed800.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,140.80,45.07,28.82
val,data_output\yolo_roboflow_only\images\val\image-60_jpg.rf.e4657946927daa51d2794bacfa885a2c.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,203.79,47.94,6.50
val,data_output\yolo_roboflow_only\images\val\image-65_jpg.rf.91acdcf10d9ed58418fd7c92cae439ed.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,198.69,70.83,7.51
val,data_output\yolo_roboflow_only\images\val\image-81_jpg.rf.cc0463ac5c50133fb5694e3fcdb887db.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,149.25,57.53,49.90
val,data_output\yolo_roboflow_only\images\val\image-87_jpg.rf.6cbace2f606242ad8173ed0717836c1c.jpg,Apel,possibly_blurry,review_delete_only_if_clearly_wrong,640,640,120.94,61.38,58.89
val,data_output\yolo_roboflow_only\images\val\image28_jpeg.rf.c2af9c5eeebd8f9ad3fae92f34ef7ef1.jpg,Biskuit Choco Chips,low_resolution,review_delete_only_if_clearly_wrong,183,275,192.08,56.09,2255.16
val,data_output\yolo_roboflow_only\images\val\images-13-_jpg.rf.77fe5130f04a08f0a4cc4e10ef6a61d2.jpg,Telur Goreng,low_resolution,review_delete_only_if_clearly_wrong,318,159,176.69,42.20,1835.01
val,data_output\yolo_roboflow_only\images\val\images-13-_jpg.rf.930d7ef55d86ea68f92724f9910e2f20.jpg,Nasi Goreng,low_resolution,review_delete_only_if_clearly_wrong,259,194,172.57,52.26,641.61
val,data_output\yolo_roboflow_only\images\val\images-15-_jpg.rf.cfcea41907f324a80b094adcb0e798ad.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,310,163,137.68,51.77,4383.34
val,data_output\yolo_roboflow_only\images\val\images-19-_jpg.rf.17b803a5e344f837d2b28e582fbc2f7a.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,148.47,42.15,458.88
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145307-389_jpeg.rf.0f15afa9809af6128dae5d0ce0699523.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,275,183,118.01,45.72,2338.97
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145308-027_jpeg.rf.1339cd0a3abf6592d46f5a512e6712f3.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,275,183,213.73,57.68,1114.30
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145309-273_jpeg.rf.4b23883e138945ed40a51c7f0ca10199.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,293,172,216.08,51.70,647.33
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145309-302_jpeg.rf.287837d2cd18a6830175170985c92701.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,329,153,145.51,46.84,5369.79
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145309-941_jpeg.rf.0a43cdc037996f899dfe3a542f2bf3d2.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,301,168,161.59,52.68,1240.02
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145311-292_jpeg.rf.81cab86378ea5e9f9d9fba7b80f90d8f.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,168,300,114.60,54.87,3317.59
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145311-744_jpeg.rf.02ee70a66b74c6abf130148968cdbbfc.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,275,183,158.73,40.12,693.12
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145314-151_jpeg.rf.cc2cf08e81817fc3a31ec325dccc62ba.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,300,168,166.69,40.52,604.11
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145317-807_jpeg.rf.bf42805406265c61e93f0b0b9be1fcb7.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,275,183,91.43,79.97,753.21
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145318-078_jpeg.rf.bef78d5e59aea942dca61290d4bac4da.jpg,Kentang Goreng|Nugget,low_resolution,review_delete_only_if_clearly_wrong,183,275,158.48,59.75,5717.83
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145319-061_jpeg.rf.61beee535508fb901f836a6072ef6b00.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,300,168,76.52,61.80,1506.26
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145319-217_jpeg.rf.4052759692d9815c39bb371497895b09.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,277,182,154.95,58.50,4857.39
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145319-599_jpeg.rf.08c435754f6f36e810e4942e5ccccc88.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,275,183,146.67,49.54,5042.37
val,data_output\yolo_roboflow_only\images\val\images-2023-10-10T145323-664_jpeg.rf.6394d447b13f7e09c5da5b94a0c4654c.jpg,Nugget,low_resolution,review_delete_only_if_clearly_wrong,259,194,120.37,48.72,2818.48
val,data_output\yolo_roboflow_only\images\val\images-24-_jpg.rf.8380b756224293cb744e71ad24718156.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,177.51,50.51,1945.75
val,data_output\yolo_roboflow_only\images\val\images-28-_jpg.rf.d91989425a771099cc09f2fc83c66582.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,129.96,50.02,1458.26
val,data_output\yolo_roboflow_only\images\val\images-3-_jpg.rf.0e88eba0089ec7aa2cee3e4411e7d307.jpg,Telur Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,139.63,34.58,262.29
val,data_output\yolo_roboflow_only\images\val\images-31-_jpg.rf.ed55845320cc1a687ca611602d97a0f0.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,302,167,135.69,44.56,714.00
val,data_output\yolo_roboflow_only\images\val\images-33-_jpg.rf.f83ee4ae5dc8a9e49d6d81be6442fb5f.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,275,183,121.00,66.62,1851.20
val,data_output\yolo_roboflow_only\images\val\images-36-_jpg.rf.e1bfabca626a3ec4b82fffb83b8d693a.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,173.76,60.93,1168.38
val,data_output\yolo_roboflow_only\images\val\images-37-_jpg.rf.fb6f2ee6f62cd49e4eeed3f9f2376574.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,149.62,59.70,1040.89
val,data_output\yolo_roboflow_only\images\val\images-38-_jpg.rf.edbde18595d6ecc805f28e4bbe4ceaef.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,259,194,103.90,66.45,1951.21
val,data_output\yolo_roboflow_only\images\val\images-39-_jpg.rf.e3b13ba0f782534e4d7afc9e9dfefd6e.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,130.17,58.74,1205.68
val,data_output\yolo_roboflow_only\images\val\images-39-_jpg.rf.f9024491d8c3705f5326a8987a203864.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,300,168,138.13,46.42,544.07
val,data_output\yolo_roboflow_only\images\val\images-40-_jpg.rf.8eb5f18c4d1a22e747fbaab2f154ffb1.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,144.08,44.42,968.93
val,data_output\yolo_roboflow_only\images\val\images-43-_jpg.rf.059ab14d79fe7124dd5ccd039551f7b3.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,250,202,161.62,40.62,1389.46
val,data_output\yolo_roboflow_only\images\val\images-44-_jpg.rf.e842b426fbe76f43fac58b60183dae3b.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,318,159,174.60,45.69,1326.76
val,data_output\yolo_roboflow_only\images\val\images-50-_jpg.rf.49c5ed1d174979c62ee3fd5bccd95f2a.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,275,183,211.26,47.00,610.20
val,data_output\yolo_roboflow_only\images\val\images-52-_jpg.rf.8876c74daf3e82857df409fcc8c35323.jpg,Tahu Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,89.29,44.17,163.94
val,data_output\yolo_roboflow_only\images\val\images-53-_jpg.rf.9900963d7019243706f8836e0731e2fb.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,131.31,45.95,3793.50
val,data_output\yolo_roboflow_only\images\val\images-56-_jpg.rf.02b04a5e9b92c0e0c83d35fb41ff13ca.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,267,189,111.52,29.72,788.36
val,data_output\yolo_roboflow_only\images\val\images-6-_jpg.rf.e4d29fe4bc06532561e4ba71a131fc28.jpg,Tempe Goreng,low_resolution,review_delete_only_if_clearly_wrong,318,159,140.22,63.02,695.23
val,data_output\yolo_roboflow_only\images\val\images_jpg.rf.641cd2d05d50c8292378081b3e014940.jpg,Biskuit Choco Chips,low_resolution,review_delete_only_if_clearly_wrong,275,183,219.34,54.83,1868.06
val,data_output\yolo_roboflow_only\images\val\img00021_jpg.rf.fce1bdf31f8ed27e3112b4273ed93da9.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,172.00,41.32,30.07
val,data_output\yolo_roboflow_only\images\val\img00034_jpg.rf.2c60393b4fcfc04b57b81f6322c6c333.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,169.60,33.78,7.47
val,data_output\yolo_roboflow_only\images\val\img00052_jpg.rf.af152480c84ef308ecac6a611a0d58a4.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,167.29,47.69,23.47
val,data_output\yolo_roboflow_only\images\val\img00057_jpg.rf.e6bebbef159146c41315711a7bd975fd.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,168.20,50.63,22.64
val,data_output\yolo_roboflow_only\images\val\img00118_jpg.rf.9285d77fc9ed5dda070193e4957d5dad.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,172.06,27.94,8.81
val,data_output\yolo_roboflow_only\images\val\img00121_jpg.rf.c2cd7472bef1396dc6790f5531039f75.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,172.90,26.06,8.09
val,data_output\yolo_roboflow_only\images\val\img00143_jpg.rf.7cd7757653c10bcf44570276797518d1.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,171.63,25.26,26.06
val,data_output\yolo_roboflow_only\images\val\img00234_jpg.rf.53265bf85877dddd94a2a0870cfe8f6a.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,179.77,12.73,2.79
val,data_output\yolo_roboflow_only\images\val\img00263_jpg.rf.4e7e5fcfb19103aa1e401eaef11eed57.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,170.34,14.94,2.56
val,data_output\yolo_roboflow_only\images\val\img00341_jpg.rf.fc2d8628b734d9127138c10268901519.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,160.22,53.87,30.06
val,data_output\yolo_roboflow_only\images\val\img00349_jpg.rf.47c06e3da3834ae6e593bf55415c64b0.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,154.57,66.67,46.04
val,data_output\yolo_roboflow_only\images\val\img00372_jpg.rf.f15dac45d0722c6957af7c66809ce15b.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,181.99,16.59,3.39
val,data_output\yolo_roboflow_only\images\val\img00373_jpg.rf.cea58a876bb4989f2fdad67a1a229b39.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,182.88,14.63,5.24
val,data_output\yolo_roboflow_only\images\val\img00397_jpg.rf.2ada81c9e41b12a5b3fece684c51999c.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,181.50,12.99,1.72
val,data_output\yolo_roboflow_only\images\val\img00447_jpg.rf.ba27103a7bc3fa8a9c1dd9e36c342618.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,172.48,18.36,4.75
val,data_output\yolo_roboflow_only\images\val\img00481_jpg.rf.dd4c5f3f038220c0426ad1c70533895a.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,168.02,22.15,3.74
val,data_output\yolo_roboflow_only\images\val\img00493_jpg.rf.c1ff865b30e40e0e1563a7ed5962f2f8.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,169.13,21.33,3.21
val,data_output\yolo_roboflow_only\images\val\img00559_jpg.rf.c4d4dfc4ffec5c38a91a17d6401596fb.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,165.46,18.60,8.24
val,data_output\yolo_roboflow_only\images\val\img00560_jpg.rf.a21f9d1d6339742498893b1398e44f23.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,165.51,17.91,4.98
val,data_output\yolo_roboflow_only\images\val\img00615_jpg.rf.2813bfbf4e3923b6fed66fa0a0e81a49.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,147.77,34.10,22.88
val,data_output\yolo_roboflow_only\images\val\img00624_jpg.rf.e9f8e39ac3d4655c6cbe776213707f30.jpg,Stroberi,possibly_blurry|low_contrast,review_delete_only_if_clearly_wrong,1280,720,150.75,18.42,13.66
val,data_output\yolo_roboflow_only\images\val\img00711_jpg.rf.f0983e7ff98a2e9319caa4cdc40d8554.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,154.62,34.21,17.96
val,data_output\yolo_roboflow_only\images\val\img00718_jpg.rf.ffb8b06e8c5be8d6f4cfd367be09820c.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,151.89,33.91,12.66
val,data_output\yolo_roboflow_only\images\val\img00721_jpg.rf.2b43ef9f98430807173b4e7ada674b81.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,149.51,34.26,19.16
val,data_output\yolo_roboflow_only\images\val\img00722_jpg.rf.db061ff089348f639e3dd08e2625048c.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,148.59,34.03,14.52
val,data_output\yolo_roboflow_only\images\val\img00751_jpg.rf.b3870eee27c0cb4934b5902659d55fe4.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,148.17,31.46,10.37
val,data_output\yolo_roboflow_only\images\val\img00774_jpg.rf.68a5e6c8b3cb2f60ab616540de1bb07e.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,137.28,42.55,17.02
val,data_output\yolo_roboflow_only\images\val\img00807_jpg.rf.4e974561a1d98d3121dc8faff7c5fac8.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,152.70,29.34,9.23
val,data_output\yolo_roboflow_only\images\val\img00832_jpg.rf.8105d62bc4481b50de85f943891ac2e1.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,151.74,39.81,5.87
val,data_output\yolo_roboflow_only\images\val\img00887_jpg.rf.377593974e931fd11c5957ea8d5e753e.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,151.48,30.11,10.74
val,data_output\yolo_roboflow_only\images\val\img00906_jpg.rf.0b22bce513824e51748153d4c990c5e7.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,153.26,31.48,15.00
val,data_output\yolo_roboflow_only\images\val\img00907_jpg.rf.a3ceddf9318b2655256b83325502b217.jpg,Stroberi,possibly_blurry,review_delete_only_if_clearly_wrong,1280,720,152.37,31.52,11.05
val,data_output\yolo_roboflow_only\images\val\IMG_5800_JPG.rf.a142af7e1e077b23f4ab2fb29c156d1d.jpg,Nanas,possibly_blurry,review_delete_only_if_clearly_wrong,4032,3024,148.45,67.83,40.93
val,data_output\yolo_roboflow_only\images\val\istockphoto-1305641278-170667a_jpg.rf.2027decd1a4a8d0edc39a136d83a27d6.jpg,Kiwi,too_bright,review_delete_only_if_clearly_wrong,506,341,237.54,37.76,426.82
val,data_output\yolo_roboflow_only\images\val\kiwi058_jpg.rf.6edd51b81cd28d0b79665e92bda03c9a.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,275,183,123.20,45.76,708.36
val,data_output\yolo_roboflow_only\images\val\kiwi068_jpg.rf.9acb80dac4bda3e457148461510fa94e.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,259,194,40.66,48.43,1271.92
val,data_output\yolo_roboflow_only\images\val\kiwi074_jpg.rf.1c71228c2e8cfbbc15cb49618a1dd314.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,300,168,155.26,56.70,2420.27
val,data_output\yolo_roboflow_only\images\val\kiwi119_jpg.rf.48adc3f4b13078e4efd3715d3dd85d60.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,211,238,62.21,62.01,188.28
val,data_output\yolo_roboflow_only\images\val\kiwi121_jpg.rf.43bd2fdefd7fc2ec1008daea25c52d7a.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,194,259,89.40,77.83,7914.89
val,data_output\yolo_roboflow_only\images\val\kiwi130_jpg.rf.e9b2f8667c0691b8c6f9ee9781e11bc4.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,304,166,95.27,58.73,1315.47
val,data_output\yolo_roboflow_only\images\val\kiwi135_jpg.rf.3aef1ef24c7fc50b9ead6a369a2ab643.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,311,162,111.93,55.14,1999.47
val,data_output\yolo_roboflow_only\images\val\kiwi137_jpg.rf.9ad3c0a98f6218e7a8c3c55f58abf497.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,253,199,198.70,59.07,1437.47
val,data_output\yolo_roboflow_only\images\val\kiwi144_jpg.rf.e8dcb6e874ea5abb7960b3d6bfbee569.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,256,197,139.42,51.39,952.94
val,data_output\yolo_roboflow_only\images\val\kiwi150_jpg.rf.efd0cd16cb0eb58bed72fe4aa44433c9.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,271,186,144.35,55.72,1254.03
val,data_output\yolo_roboflow_only\images\val\kiwi155_jpg.rf.eab43df85f71d7c80267de4b97c6c3bd.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,259,194,162.64,69.42,3522.87
val,data_output\yolo_roboflow_only\images\val\kiwi168_jpg.rf.2b0da6b1b729dfe2a8755f5a6d089bfd.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,259,194,111.81,43.40,1401.63
val,data_output\yolo_roboflow_only\images\val\kiwi170_jpg.rf.ac9efea8a1cd3396bd84046932420056.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,276,183,166.74,54.11,835.35
val,data_output\yolo_roboflow_only\images\val\kiwi171_jpg.rf.e2dc91545319f990d200fb466d23f58b.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,275,183,105.06,57.07,1033.56
val,data_output\yolo_roboflow_only\images\val\kiwi173_jpg.rf.972dd060d8143e7a26d4a8402053e881.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,183,275,112.81,63.01,1094.30
val,data_output\yolo_roboflow_only\images\val\kiwi183_jpg.rf.ec4db74012cc043f51d1bbfd1823565c.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,253,199,128.32,52.76,1587.28
val,data_output\yolo_roboflow_only\images\val\kiwi186_jpg.rf.573e817dbc6bca9b7f1a547b2080ce63.jpg,Kiwi,too_bright,review_delete_only_if_clearly_wrong,225,225,225.53,50.21,247.72
val,data_output\yolo_roboflow_only\images\val\kiwi188_jpg.rf.e6686891b4305d3300fe0d651aaca8a0.jpg,Kiwi,low_resolution,review_delete_only_if_clearly_wrong,252,200,89.53,77.40,2657.46
val,data_output\yolo_roboflow_only\images\val\nasi-goreng-blasteranisi-kornet-telur-bakso-foto-resep-utama_jpg.rf.d8543780b6eeebda89f5cdddb3f75cd0.jpg,Nasi Goreng,possibly_blurry,review_delete_only_if_clearly_wrong,751,532,120.04,23.21,17.55
val,data_output\yolo_roboflow_only\images\val\nasi-goreng-cinta-foto-resep-utama_jpg.rf.633ecfa7fa99389120c35abe390f6419.jpg,Nasi Goreng,possibly_blurry,review_delete_only_if_clearly_wrong,751,532,132.96,53.34,47.96
val,data_output\yolo_roboflow_only\images\val\photo_3_2023-05-03_21-51-45_jpg.rf.19cd9aa434359eb806d605723b3df4d3.jpg,Apel|Pisang,possibly_blurry,review_delete_only_if_clearly_wrong,960,1280,171.14,35.81,7.43
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_bakso_0009_bakso_(26).jpg,Bakso,possibly_blurry,review_delete_only_if_clearly_wrong,1900,995,127.32,59.34,57.99
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_mie_goreng_0001_Sejarah_Mie_Goreng_di_Indonesia_-_RRI.co.id.jpg,Mie Goreng,possibly_blurry,review_delete_only_if_clearly_wrong,4080,3060,82.33,43.11,23.00
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_mie_goreng_0008_mie_goreng_0000.jpg,Mie Goreng,possibly_blurry,review_delete_only_if_clearly_wrong,1080,1920,108.14,54.05,22.35
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_nanas_0004_nanas_(25).jpg,Nanas,possibly_blurry,review_delete_only_if_clearly_wrong,1500,1056,174.45,25.27,26.39
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_nanas_0005_nanas_(39).jpg,Nanas,too_bright,review_delete_only_if_clearly_wrong,1024,683,224.09,51.71,596.63
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_nanas_0007_nanas_(49).jpg,Nanas,too_bright,review_delete_only_if_clearly_wrong,800,800,239.96,38.10,147.35
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_nasi_goreng_0004_nasi_goreng_0068.jpg,Nasi Goreng,possibly_blurry,review_delete_only_if_clearly_wrong,1000,1500,142.84,70.89,27.68
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_nasi_putih_0002_nasi_putih_(68).jpg,Nasi Putih,possibly_blurry,review_delete_only_if_clearly_wrong,1200,809,159.97,51.91,31.32
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_nasi_putih_0008_nasi_putih_(46).jpg,Nasi Putih,possibly_blurry,review_delete_only_if_clearly_wrong,1080,1080,194.65,22.24,42.87
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_nasi_putih_0010_nasi_putih_(49).jpg,Nasi Putih,possibly_blurry|too_bright,review_delete_only_if_clearly_wrong,702,465,220.59,24.24,55.72
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_pempek_0004_pempek_(125).jpg,Pempek,possibly_blurry,review_delete_only_if_clearly_wrong,680,964,166.92,53.39,21.86
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_spageti_0002_spageti_0021.jpg,Spaghetti,possibly_blurry,review_delete_only_if_clearly_wrong,1000,1500,168.29,37.23,24.04
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_spageti_0004_spageti_(69).jpg,Spaghetti,possibly_blurry,review_delete_only_if_clearly_wrong,1200,1200,208.93,30.58,33.18
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_tumis_kangkung_0010_tumis_kangkung_(46).jpg,Tumis Kangkung,possibly_blurry,review_delete_only_if_clearly_wrong,1920,1384,136.51,53.34,41.94
val,data_output\yolo_roboflow_only\images\val\roboflow_data_tambahan_tumis_kangkung_0011_tumis_kangkung_0043.jpg,Tumis Kangkung,possibly_blurry,review_delete_only_if_clearly_wrong,1080,1920,104.94,42.39,57.83
val,data_output\yolo_roboflow_only\images\val\spaghetti_bolognese_119_jpg.rf.e54b728272791979369b5183fab0d5b3.jpg,Spaghetti,possibly_blurry,review_delete_only_if_clearly_wrong,1024,768,138.76,49.13,44.06
val,data_output\yolo_roboflow_only\images\val\spaghetti_bolognese_466_jpg.rf.51bf75fb775bdb4c127f0521e076a1ec.jpg,Spaghetti,low_resolution,review_delete_only_if_clearly_wrong,334,220,158.52,54.71,329.11
val,data_output\yolo_roboflow_only\images\val\steak_256_jpg.rf.c428410479bc42423211c1582202e6a6.jpg,Steak,low_resolution,review_delete_only_if_clearly_wrong,307,204,147.21,69.96,4305.71
val,data_output\yolo_roboflow_only\images\val\steak_288_jpg.rf.766419f1c24d2496d14dd708cb70b760.jpg,Steak,low_resolution,review_delete_only_if_clearly_wrong,288,217,111.59,66.52,1065.05
val,data_output\yolo_roboflow_only\images\val\tahu-goreng-foto-resep-utama_jpg.rf.90189a1366d81f0ce50d784424148403.jpg,Tahu Goreng,possibly_blurry,review_delete_only_if_clearly_wrong,751,532,137.56,34.76,57.05
val,data_output\yolo_roboflow_only\images\val\tahu-goreng-u0seClNhkk_jpg.rf.fcd771cc9637d32dd36128f8512ab911.jpg,Tahu Goreng,possibly_blurry,review_delete_only_if_clearly_wrong,1024,1024,148.29,34.41,4.86
